nome_produto,preco_produto,quantidade_vendida,nome_vendedor,status_vendedor,reputacao_cor,reviews_nota_media,reviews_quantidade_total,reviews_5_estrelas_pct,reviews_4_estrelas_pct,reviews_3_estrelas_pct,reviews_2_estrelas_pct,reviews_1_estrelas_pct,url_produto
Cartuchos Original Hp 664xl Preto E Colorido,"378,10",0,CLAISLERREGINA,Vendedor Comum,N/A,0.0,0,,,,,,https://produto.mercadolivre.com.br/MLB-5631910952-cartuchos-original-hp-664xl-preto-e-colorido-_JM#polycard_client=search-nordic&search_layout=grid&position=36&type=item&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB5631910952&sid=search
2 Cartuchos 664 Preto Black Impressora Hp Deskjet,"139,90",1000,OBERO INFORMATICA,MercadoLíder,Verde,4.7,4,86.47,7.33,2.24,0.81,3.15,https://www.mercadolivre.com.br/2-cartuchos-664-preto-black-impressora-hp-deskjet/p/MLB36779932#polycard_client=search-nordic&search_layout=grid&position=13&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB4678624598&sid=search
2 Cartuchos De Tinta 664xl Black+664xl Color Hp Impressoras,"284,35",0,TECNO EKN,+5mil vendas,Verde,4.6,349,83.67,5.16,2.29,0.86,8.02,https://www.mercadolivre.com.br/2-cartuchos-de-tinta-664xl-black664xl-color-hp-impressoras/p/MLB24113436#polycard_client=search-nordic&search_layout=grid&position=20&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB5402022056&sid=search
3 Cartuchos Hp 664xl Preto 1 Color Genuíno,"495,50",500,Park Ecom,+50mil vendas,Verde,4.7,95,85.26,7.37,1.05,0.0,6.32,https://www.mercadolivre.com.br/3-cartuchos-hp-664xl-preto-1-color-genuino/p/MLB47914809#polycard_client=search-nordic&search_layout=grid&position=26&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB5350029660&sid=search
3 Cartuchos Hp 664xl Preto 2 Color Genuíno,"619,50",100,Park Ecom,+50mil vendas,Verde,4.7,95,85.26,7.37,1.05,0.0,6.32,https://www.mercadolivre.com.br/3-cartuchos-hp-664xl-preto-2-color-genuino/p/MLB39028582#polycard_client=search-nordic&search_layout=grid&position=39&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB4973488738&sid=search
Cartucho 667 Hp Preto Original  1275 2374  2376 2775  6476,"64,90",100,vanvan,MercadoLíder,Verde,4.7,33,81.82,12.12,3.03,3.03,0.0,https://www.mercadolivre.com.br/cartucho-667-hp-preto-original--1275-2374--2376-2775--6476/up/MLBU1444272577#polycard_client=search-nordic&search_layout=grid&position=47&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB3389954163&sid=search
Cartucho De Tinta Hp 662 Preto Advantage,"71,87",0,MegaByteMagazine,MercadoLíder,Verde,4.6,1,82.44,9.45,2.93,0.79,4.39,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-662-preto-advantage/p/MLB36772792#polycard_client=search-nordic&search_layout=grid&position=17&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB3888681729&sid=search
Cartucho De Tinta Hp 664 Cor Preto/tricolor Do 4 Ml,"169,09",0,SMCORP,MercadoLíder,Verde,4.7,4,86.47,7.33,2.24,0.81,3.15,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-664-cor-pretotricolor-do-4-ml/p/MLB36804595#polycard_client=search-nordic&search_layout=grid&position=34&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB5107301780&sid=search
Cartucho De Tinta Hp 664 Negro y 664 Tricolor 2 Unidades,"143,90",1000,OBERO INFORMATICA,MercadoLíder,Verde,4.7,496,84.88,8.06,1.21,1.21,4.64,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-664-negro-y-664-tricolor-2-unidades/p/MLB36783881#polycard_client=search-nordic&search_layout=grid&position=35&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB3688322801&sid=search
Cartucho De Tinta Hp 664 Preto,"118,51",0,Bittek,+100 vendas,Amarelo,4.7,4,86.47,7.33,2.24,0.81,3.15,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-664-preto/p/MLB36768292#polycard_client=search-nordic&search_layout=grid&position=45&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB5539414312&sid=search
Cartucho De Tinta Hp 664xl Negro + 664xl Tricolor Cor Preto/tricolor Do 16 Ml,"369,90",5,CASAPRINT SPEED,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-664xl-negro-664xl-tricolor-cor-pretotricolor-do-16-ml/p/MLB36859457#polycard_client=search-nordic&search_layout=grid&position=23&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB4196073409&sid=search
Cartucho De Tinta Hp 664xl Preto F6v31ab,"159,90",1000,TONERYELLOWS20220706204849,+100 vendas,Verde,4.8,15,86.67,6.67,6.67,0.0,0.0,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-664xl-preto-f6v31ab/p/MLB43544566#polycard_client=search-nordic&search_layout=grid&position=46&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB4124522013&sid=search
Cartucho de tinta HP 664xl Tricolor 8ml,"114,29",1000,Park Ecom,+50mil vendas,Verde,4.6,349,83.67,5.16,2.29,0.86,8.02,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-664xl-tricolor-8ml/p/MLB36751101#polycard_client=search-nordic&search_layout=grid&position=25&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB3708297175&sid=search
Cartucho De Tinta Hp 667 Cor Preto Do 2 Ml,"78,90",0,Eshop,+250mil vendas,Verde,4.8,5,87.75,6.67,2.51,0.67,2.4,https://www.mercadolivre.com.br/cartucho-de-tinta-hp-667-cor-preto-do-2-ml/p/MLB37141763#polycard_client=search-nordic&search_layout=grid&position=3&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB5211173074&sid=search
Cartucho de tinta preta HP Advantage 664 de 2 ml,"62,77",0,OBERO INFORMATICA,MercadoLíder,Verde,4.7,4,86.47,7.33,2.24,0.81,3.15,https://www.mercadolivre.com.br/cartucho-de-tinta-preta-hp-advantage-664-de-2-ml/p/MLB36751629#polycard_client=search-nordic&search_layout=grid&position=4&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB3866554217&sid=search
Cartucho de tinta preto e tricolor HP 664 de 2 ml 2 unidades,"179,78",0,informticaponto,MercadoLíder,Verde,4.7,4,86.47,7.33,2.24,0.81,3.15,https://www.mercadolivre.com.br/cartucho-de-tinta-preto-e-tricolor-hp-664-de-2-ml-2-unidades/p/MLB36769417#polycard_client=search-nordic&search_layout=grid&position=32&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB3891187225&sid=search
Cartucho de tinta tricolor Hp 664xl,"124,99",1000,Park Ecom,+50mil vendas,Verde,4.6,349,83.67,5.16,2.29,0.86,8.02,https://www.mercadolivre.com.br/cartucho-de-tinta-tricolor-hp-664xl/p/MLB36751317#polycard_client=search-nordic&search_layout=grid&position=48&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB3708297277&sid=search
"Cartucho HP 664 Colorido(F6V28AB) Para Ink Advantage 1115, 2134, 2136, 2676, 3636, 3776, 3786, 3788,3790, 3836, 4536, 4676,5076, 5276","77,87",0,Eshop,+250mil vendas,Verde,4.7,4,86.47,7.33,2.24,0.81,3.15,https://www.mercadolivre.com.br/cartucho-hp-664-coloridof6v28ab-para-ink-advantage-1115-2134-2136-2676-3636-3776-3786-37883790-3836-4536-46765076-5276/p/MLB36752265#polycard_client=search-nordic&search_layout=grid&position=5&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB3947461641&sid=search
Cartucho Hp 664 Original F6v29ab Black | 3636 | 3776 | 3836,"119,90",5,CASAPRINT SPEED,MercadoLíder,Verde,4.8,4,75.0,25.0,0.0,0.0,0.0,https://www.mercadolivre.com.br/cartucho-hp-664-original-f6v29ab-black--3636--3776--3836/up/MLBU1715001714#polycard_client=search-nordic&search_layout=grid&position=50&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB1605958135&sid=search
Cartucho Hp 664 Preto Original F6v29ab - 2136 2676 3776 5076,"78,90",50,mercadoall,MercadoLíder,Verde,4.6,11,81.82,9.09,0.0,9.09,0.0,https://www.mercadolivre.com.br/cartucho-hp-664-preto-original-f6v29ab--2136-2676-3776-5076/up/MLBU1429914406#polycard_client=search-nordic&search_layout=grid&position=53&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB2212561087&sid=search
Cartucho Hp 664 Preto Original F6v29ab - 2136 2676 3776 5076,"64,90",500,vanvan,MercadoLíder,Verde,4.7,89,84.27,7.87,2.25,0.0,5.62,https://www.mercadolivre.com.br/cartucho-hp-664-preto-original-f6v29ab--2136-2676-3776-5076/up/MLBU1455880756#polycard_client=search-nordic&search_layout=grid&position=18&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB3670221698&sid=search
Cartucho Hp 664 Preto Original F6v29ab - 2136 2676 3776 5076,"78,88",0,BUYHERE,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-hp-664-preto-original-f6v29ab--2136-2676-3776-5076/up/MLBU1646597814#polycard_client=search-nordic&search_layout=grid&position=33&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB3862487415&sid=search
"Cartucho Hp 664 Preto(f6v29ab) Para Deskjet 4535, 4675, 1115, 2135, 3775","78,80",0,Park Ecom,+50mil vendas,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-hp-664-pretof6v29ab-para-deskjet-4535-4675-1115-2135-3775/p/MLB55765129#polycard_client=search-nordic&search_layout=grid&position=41&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB4201382303&sid=search
"Cartucho Hp 664 Preto(f6v29ab) Para Deskjet 4535, 4675, 1115, 2135, 3775","78,87",25,WEBBEST,MercadoLíder,Verde,5.0,1,100.0,0.0,0.0,0.0,0.0,https://www.mercadolivre.com.br/cartucho-hp-664-pretof6v29ab-para-deskjet-4535-4675-1115-2135-3775/up/MLBU824721709#polycard_client=search-nordic&search_layout=grid&position=54&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB3838021023&sid=search
Cartucho Hp 664xl Color 664 Xl Hp E,"116,57",500,Park Ecom,+50mil vendas,Verde,4.2,11,72.73,9.09,0.0,0.0,18.18,https://www.mercadolivre.com.br/cartucho-hp-664xl-color-664-xl-hp-e/p/MLB47973601#polycard_client=search-nordic&search_layout=grid&position=16&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB5350029784&sid=search
"Cartucho Hp 664xl Preto 664xl Original Hp Deskjet 1115, 2136","198,70",0,SUPRYECOMERCE,+100 vendas,Verde,3.9,13,61.54,7.69,7.69,7.69,15.38,https://www.mercadolivre.com.br/cartucho-hp-664xl-preto-664xl-original-hp-deskjet-1115-2136/p/MLB22288344#polycard_client=search-nordic&search_layout=grid&position=9&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB4115042835&sid=search
Cartucho Jato De Tinta Ink Advantage 664xl Black,"244,90",0,maffessonicartuchos,MercadoLíder,Verde,4.6,349,83.67,5.16,2.29,0.86,8.02,https://www.mercadolivre.com.br/cartucho-jato-de-tinta-ink-advantage-664xl-black/p/MLB36877280#polycard_client=search-nordic&search_layout=grid&position=40&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB3701710411&sid=search
Cartucho Tinta Original Hp 664 Preto F6v29ab 2136 2676 3776,"64,90",1000,OBERO INFORMATICA,MercadoLíder,Verde,4.7,269,85.13,9.67,1.12,1.49,2.6,https://www.mercadolivre.com.br/cartucho-tinta-original-hp-664-preto-f6v29ab-2136-2676-3776/up/MLBU753315902#polycard_client=search-nordic&search_layout=grid&position=14&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB2671518847&sid=search
Cartucho Tinta Original Hp 664 Preto F6v29ab 2136 2676 3776,"69,90",1000,Park Ecom,+50mil vendas,Verde,4.7,114,86.84,6.14,3.51,0.0,3.51,https://www.mercadolivre.com.br/cartucho-tinta-original-hp-664-preto-f6v29ab-2136-2676-3776/up/MLBU760727256#polycard_client=search-nordic&search_layout=grid&position=24&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB3295841919&sid=search
HP Advantage 664,"179,99",50,SARAIVA COMERCIO,MercadoLíder,Verde,4.7,4,86.47,7.33,2.24,0.81,3.15,https://www.mercadolivre.com.br/hp-advantage-664/p/MLB55040393#polycard_client=search-nordic&search_layout=grid&position=22&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB5686731382&sid=search
Kit 2 Cartuchos Hp 664: 1un Preto + 1un Color,"164,90",0,CASAPRINT SPEED,MercadoLíder,Verde,4.7,4,86.47,7.33,2.24,0.81,3.15,https://www.mercadolivre.com.br/kit-2-cartuchos-hp-664-1un-preto-1un-color/p/MLB39028313#polycard_client=search-nordic&search_layout=grid&position=7&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB5277946158&sid=search
Kit 2 Cartuchos Hp 664 Hp 2136 3636 3836 4536 4676,"167,88",1000,WEBBEST,MercadoLíder,Verde,4.9,98,91.84,5.1,2.04,0.0,1.02,https://www.mercadolivre.com.br/kit-2-cartuchos-hp-664-hp-2136-3636-3836-4536-4676/p/MLB39092873#polycard_client=search-nordic&search_layout=grid&position=29&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB3838049661&sid=search
"Kit 2 Cartuchos Hp 664 Preto E Hp 664 Colorido Hp 2676 ,3636","198,72",500,PMM STORE,MercadoLíder,Verde,4.8,143,92.31,3.5,1.4,0.7,2.1,https://www.mercadolivre.com.br/kit-2-cartuchos-hp-664-preto-e-hp-664-colorido-hp-2676-3636/up/MLBU1737532805#polycard_client=search-nordic&search_layout=grid&position=42&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB2751400102&sid=search
Kit 2 Cartuchos Hp 664xl Preto + Color 4675 5076 5276 4676,"389,22",4,CASAPRINT SPEED,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-2-cartuchos-hp-664xl-preto--color-4675-5076-5276-4676/up/MLBU1725560341#polycard_client=search-nordic&search_layout=grid&position=28&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB3197735626&sid=search
Kit 2 Cartuchos Hp 664xl (preto + Color) Originais 2136 2676,"314,25",1000,Park Ecom,+50mil vendas,Verde,4.5,160,77.5,10.0,2.5,2.5,7.5,https://www.mercadolivre.com.br/kit-2-cartuchos-hp-664xl-preto--color-originais-2136-2676/up/MLBU1147541452#polycard_client=search-nordic&search_layout=grid&position=38&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB3637990809&sid=search
Kit 2 Cartuchos Hp 664xl (preto + Color) 2136 2676,"297,90",500,Park Ecom,+50mil vendas,Verde,4.7,95,85.26,7.37,1.05,0.0,6.32,https://www.mercadolivre.com.br/kit-2-cartuchos-hp-664xl-preto-color-2136-2676/p/MLB48102366#polycard_client=search-nordic&search_layout=grid&position=8&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB5466549240&sid=search
Kit Cartucho 664 Preto E Color Original Hp 2136 3636 4676,"189,51",1000,Primer Print,+10mil vendas,Verde,4.7,364,84.34,8.24,2.2,1.1,4.12,https://www.mercadolivre.com.br/kit-cartucho-664-preto-e-color-original-hp-2136-3636-4676/up/MLBU1967348992#polycard_client=search-nordic&search_layout=grid&position=31&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB1754287894&sid=search
Kit Cartucho Hp 664 Original F6v28ab Color | F6v29ab Black,"179,38",3,CASAPRINT SPEED,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-cartucho-hp-664-original-f6v28ab-color--f6v29ab-black/up/MLBU1871724946#polycard_client=search-nordic&search_layout=grid&position=52&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB1605965665&sid=search
Kit Cartucho Hp 664 Preto + Hp 664 Colorido Original Nf,"154,90",1000,vanvan,MercadoLíder,Verde,4.7,478,85.98,6.69,2.09,1.67,3.56,https://www.mercadolivre.com.br/kit-cartucho-hp-664-preto--hp-664-colorido-original-nf/up/MLBU1455884048#polycard_client=search-nordic&search_layout=grid&position=37&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB3670283480&sid=search
Kit Cartucho Hp 664 Preto E Hp 664 Colorido,"143,90",0,OBERO INFORMATICA,MercadoLíder,Verde,4.7,4,86.47,7.33,2.24,0.81,3.15,https://www.mercadolivre.com.br/kit-cartucho-hp-664-preto-e-hp-664-colorido/p/MLB36751072#polycard_client=search-nordic&search_layout=grid&position=30&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB4674618124&sid=search
Kit Cartucho Hp 664xl Preto + 664xl Colorido 664,"369,90",100,CASAPRINT SPEED,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-cartucho-hp-664xl-preto-664xl-colorido-664/p/MLB39970611#polycard_client=search-nordic&search_layout=grid&position=15&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB5676366106&sid=search
Kit Cartucho Hp 667 Preto E 667 Colorido 2376 2776,"154,90",0,vanvan,MercadoLíder,Verde,4.7,282,87.23,6.03,2.84,1.06,2.84,https://www.mercadolivre.com.br/kit-cartucho-hp-667-preto-e-667-colorido-2376-2776/p/MLB39019456#polycard_client=search-nordic&search_layout=grid&position=21&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB3859516431&sid=search
Kit Cartucho Hp 667 Preto E 667 Colorido Original Tinta,"164,90",100,mercadoall,MercadoLíder,Verde,4.8,62,90.32,4.84,1.61,1.61,1.61,https://www.mercadolivre.com.br/kit-cartucho-hp-667-preto-e-667-colorido-original-tinta/up/MLBU1433343986#polycard_client=search-nordic&search_layout=grid&position=51&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB2896897115&sid=search
Kit Cartucho Hp 667 Preto E 667 Colorido Original Tinta,"169,87",0,BUYHERE,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-cartucho-hp-667-preto-e-667-colorido-original-tinta/up/MLBU1752646967#polycard_client=search-nordic&search_layout=grid&position=43&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB5048220068&sid=search
Kit De Cartucho Hp 664xl Preto E Colorido,"369,99",100,CASAPRINT SPEED,MercadoLíder,Verde,4.6,113,80.53,9.73,1.77,1.77,6.19,https://www.mercadolivre.com.br/kit-de-cartucho-hp-664xl-preto-e-colorido/p/MLB40534204#polycard_client=search-nordic&search_layout=grid&position=27&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB3853228963&sid=search
Tinta Hp 664 F6v29ab Deskjetink Advantage Preto,"71,34",0,MegaByteMagazine,MercadoLíder,Verde,4.8,18,88.89,5.56,5.56,0.0,0.0,https://www.mercadolivre.com.br/tinta-hp-664-f6v29ab-deskjetink-advantage-preto/p/MLB44795245#polycard_client=search-nordic&search_layout=grid&position=6&type=product&tracking_id=a1ba95f9-c922-4a4c-bf02-f9082815bc94&wid=MLB5681409916&sid=search
Kit Cartucho Tinta Original Hp 662xl 3546 Preto E Colorido,"444,90",100,Tec Print,+100mil vendas,Verde,4.8,31,93.55,3.23,0.0,0.0,3.23,https://produto.mercadolivre.com.br/MLB-1823517215-kit-cartucho-tinta-original-hp-662xl-3546-preto-e-colorido-_JM#is_advertising=true&backend_model=search-backend&position=12&search_layout=grid&type=pad&tracking_id=0079b136-1e30-417f-82b3-1f5d588f60a2&ad_domain=VQCATCORE_LST&ad_position=12&ad_click_id=MmQzMjQzYzUtODM1ZS00MGRlLThlOGItYjA1Y2ZlOWJkMjBj
"Kit 2 Cartuchos Hp 662xl Preto Original Advantage 6,5 Ml","329,99",4,SARAIVA COMERCIO,MercadoLíder,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/kit-2-cartuchos-hp-662xl-preto-original-advantage-65-ml/up/MLBU2261006332?pdp_filters=item_id:MLB3450673265#is_advertising=true&searchVariation=MLBU2261006332&backend_model=search-backend&position=10&search_layout=grid&type=pad&tracking_id=0079b136-1e30-417f-82b3-1f5d588f60a2&ad_domain=VQCATCORE_LST&ad_position=10&ad_click_id=MmYzOWI1NjEtYTM2MS00MWQ4LTgyOWItMzQ2MGE0ZDA5N2E5
Cartucho Hp 662xl Cz106ab Colorido,"208,99",5,NEXTGRU,+5mil vendas,Verde,0.0,0,,,,,,https://www.mercadolivre.com.br/cartucho-hp-662xl-cz106ab-colorido/p/MLB50280991?pdp_filters=item_id:MLB5399809762#is_advertising=true&searchVariation=MLB50280991&backend_model=search-backend&position=2&search_layout=grid&type=pad&tracking_id=0079b136-1e30-417f-82b3-1f5d588f60a2&ad_domain=VQCATCORE_LST&ad_position=2&ad_click_id=OTNjZWE2MjEtNDI0Mi00YjE3LWEzMzAtNDM5ZTE1YzVhNWQ1
Cartucho Hp 662xl Color Original (cz106ab) Para Hp,"140,67",5,MVCARTUCHOS8,+100 vendas,Verde,0.0,0,,,,,,https://produto.mercadolivre.com.br/MLB-4152396261-cartucho-hp-662xl-color-original-cz106ab-para-hp-_JM#is_advertising=true&backend_model=search-backend&position=11&search_layout=grid&type=pad&tracking_id=0079b136-1e30-417f-82b3-1f5d588f60a2&ad_domain=VQCATCORE_LST&ad_position=11&ad_click_id=ZGEwZmE2ZGEtN2I3NS00MDU2LTkyNGUtMTdkYjUyNjFmNjI0
Kit Cartucho Hp 662 Preto + 662 Colorido,"182,90",100,siad,MercadoLíder,Verde,4.6,51,80.39,9.8,3.92,0.0,5.88,https://www.mercadolivre.com.br/kit-cartucho-hp-662-preto-662-colorido/p/MLB41763133?pdp_filters=item_id:MLB5135379984#is_advertising=true&searchVariation=MLB41763133&backend_model=search-backend&position=1&search_layout=grid&type=pad&tracking_id=0079b136-1e30-417f-82b3-1f5d588f60a2&ad_domain=VQCATCORE_LST&ad_position=1&ad_click_id=MGEyZGRlZDMtNzcxOC00NzcwLWIzMWEtNDVkYWVkZGRhNmU4
Cartucho Tinta Original Hp 662xl Preto Cz105ab 3546 4646,"199,90",500,Tec Print,+100mil vendas,Verde,4.5,66,78.79,12.12,0.0,3.03,6.06,https://produto.mercadolivre.com.br/MLB-1823775491-cartucho-tinta-original-hp-662xl-preto-cz105ab-3546-4646-_JM#is_advertising=true&backend_model=search-backend&position=19&search_layout=grid&type=pad&tracking_id=0079b136-1e30-417f-82b3-1f5d588f60a2&ad_domain=VQCATCORE_LST&ad_position=19&ad_click_id=YzBjMDMyMGMtYjdhNC00NDE1LWIxYWEtNTg3MGJiZTQxZTJi
Cartucho Tinta Original Hp 662 Preto Deskjet 2516 3516 3546,"78,99",1000,Tec Print,+100mil vendas,Verde,4.5,149,79.19,10.74,0.67,0.67,8.72,https://produto.mercadolivre.com.br/MLB-1813035208-cartucho-tinta-original-hp-662-preto-deskjet-2516-3516-3546-_JM#polycard_client=search-nordic&search_layout=grid&position=47&type=item&tracking_id=0079b136-1e30-417f-82b3-1f5d588f60a2&wid=MLB1813035208&sid=search
Cartucho Hp 662 Original Preto Ou Colorido - Revenda Oficial,"69,99",100,RAP10,MercadoLíder,Verde,4.9,27,88.89,11.11,0.0,0.0,0.0,https://produto.mercadolivre.com.br/MLB-1872473830-cartucho-hp-662-original-preto-ou-colorido-revenda-oficial-_JM?searchVariation=83467583332#polycard_client=search-nordic&searchVariation=83467583332&search_layout=grid&position=31&type=item&tracking_id=0079b136-1e30-417f-82b3-1f5d588f60a2
Cartucho De Tinta Hp 662 Colorido Deskjet 2ml - 01un,"139,90",0,UNIVERSODV,+100 vendas,Verde,0.0,0,,,,,,https://produto.mercadolivre.com.br/MLB-3830713975-cartucho-de-tinta-hp-662-colorido-deskjet-2ml-01un-_JM#polycard_client=search-nordic&search_layout=grid&position=26&type=item&tracking_id=0079b136-1e30-417f-82b3-1f5d588f60a2&wid=MLB3830713975&sid=search
Cartucho De Tinta Hp 662 Preto Advantage Original,"78,12",25,HP,+10mil vendas,Verde,5.0,1,100.0,0.0,0.0,0.0,0.0,https://produto.mercadolivre.com.br/MLB-3947324633-cartucho-de-tinta-hp-662-preto-advantage-original-_JM?searchVariation=182715056702#polycard_client=search-nordic&searchVariation=182715056702&search_layout=grid&position=38&type=item&tracking_id=0079b136-1e30-417f-82b3-1f5d588f60a2
Cartucho Tinta Hp 662 Colorido Advantage Original,"77,98",5,Eshop,+250mil vendas,Verde,5.0,2,100.0,0.0,0.0,0.0,0.0,https://produto.mercadolivre.com.br/MLB-3947485749-cartucho-tinta-hp-662-colorido-advantage-original-_JM#polycard_client=search-nordic&search_layout=grid&position=22&type=item&tracking_id=0079b136-1e30-417f-82b3-1f5d588f60a2&wid=MLB3947485749&sid=search
Cartucho Hp 662xl Color Original (cz106ab) Para Hp,"140,67",5,MVCARTUCHOS8,+100 vendas,Verde,0.0,0,,,,,,https://produto.mercadolivre.com.br/MLB-4152396261-cartucho-hp-662xl-color-original-cz106ab-para-hp-_JM#polycard_client=search-nordic&search_layout=grid&position=23&type=item&tracking_id=0079b136-1e30-417f-82b3-1f5d588f60a2&wid=MLB4152396261&sid=search
2 Cartuchos Hp 662 2ml Preto - Original Lacrado,"179,90",0,NTI INFORMATICA,MercadoLíder,Verde,0.0,0,,,,,,https://produto.mercadolivre.com.br/MLB-4194972287-2-cartuchos-hp-662-2ml-preto-original-lacrado-_JM#polycard_client=search-nordic&search_layout=grid&position=42&type=item&tracking_id=0079b136-1e30-417f-82b3-1f5d588f60a2&wid=MLB4194972287&sid=search
